ExpRepeatIndex	A_frac	A	B	C	D	E	vis	smallChar	largeChar	smallNum	largeNum	trial	ExpIndex	expType	text
1	15	6.38447368713121	23.6961949754914	64.3713255821416	3.96825942353643	1.57974633169943	bubblechart	B	E	23.6961949754914	1.57974633169943	bubblechart3	7	main	
1	70	0.095736835717943	0.0357838153030125	0.760945316433618	0.0966633851678035	0.0108706473776231	piechart	C	E	0.760945316433618	0.0108706473776231	piechart14	8	main	
1	50	0.60633346187316	0.802864428435923	67.6539218214578	0.620207194575062	30.316673093658	bubblechart	E	A	30.316673093658	0.60633346187316	bubblechart10	9	main	
1	10	0.0760615421670743	0.135860216702302	0.024970993243832	0.00249182621604909	0.760615421670743	piechart	E	A	0.760615421670743	0.0760615421670743	piechart2	10	main	
1	45	1.86877444049306	1.93841251757239	0.403827672062286	8.56042207911477	87.2285632907575	barchart	E	B	87.2285632907575	1.93841251757239	barchart9	11	main	
1	75	0.483045622994359	0.284457620433195	0.0898071601914046	0.0037927682724426	0.138896828108599	piechart	B	D	0.284457620433195	0.0037927682724426	piechart15	12	main	
1	30	0.0665478671920322	0.838722486090245	0.046955924708087	0.0198163058066272	0.0279574162030082	piechart	B	E	0.838722486090245	0.0279574162030082	piechart6	13	main	
1	95	0.123100841616785	2.73362302438102	21.5056172568239	11.6945799535946	63.9430789235838	barchart	D	A	11.6945799535946	0.123100841616785	barchart19	14	main	
1	70	1.08706473776231	9.5736835717943	3.57838153030125	9.66633851678035	76.0945316433618	barchart	E	A	76.0945316433618	1.08706473776231	barchart14	15	main	
1	66	1.20062035504979	2.41071322021646	79.240943433286	15.4220833233886	1.72563966805919	barchart	C	A	79.240943433286	1.20062035504979	barchart13	16	main	
2	75	0.483045622994359	0.284457620433195	0.0898071601914046	0.0037927682724426	0.138896828108599	piechart	B	D	0.284457620433195	0.0037927682724426	piechart15	17	main	
2	50	0.60633346187316	0.802864428435923	67.6539218214578	0.620207194575062	30.316673093658	bubblechart	E	A	30.316673093658	0.60633346187316	bubblechart10	18	main	
1	80	75.400287123328	6.1558451593489	1.79789029457357	0.9425035890416	15.7034738337079	barchart	A	D	75.400287123328	0.9425035890416	barchart16	19	main	
3	50	0.60633346187316	0.802864428435923	67.6539218214578	0.620207194575062	30.316673093658	bubblechart	E	A	30.316673093658	0.60633346187316	bubblechart10	20	main	
1	33	1.08752140121875	48.0022996388914	1.32711372827865	5.78831219841594	43.7947530331953	barchart	E	C	43.7947530331953	1.32711372827865	barchart7	21	main	
1	45	0.0193841251757239	0.00403827672062286	0.0856042207911477	0.0186877444049306	0.872285632907575	piechart	E	A	0.872285632907575	0.0193841251757239	piechart9	22	main	
2	80	75.400287123328	6.1558451593489	1.79789029457357	0.9425035890416	15.7034738337079	barchart	A	D	75.400287123328	0.9425035890416	barchart16	23	main	
2	85	1.7472580833691	12.9486618571548	80.7332340490512	3.62104325690666	0.949802753518249	bubblechart	C	E	80.7332340490512	0.949802753518249	bubblechart17	24	main	
1	60	13.1075411297192	0.830534775970412	2.89326749544252	49.8320865582247	33.3365700406431	barchart	D	B	49.8320865582247	0.830534775970412	barchart12	25	main	
1	25	0.738115579733858	0.0852153242402493	0.0198010963709353	0.0295246231893543	0.127343376465603	piechart	A	D	0.738115579733858	0.0295246231893543	piechart5	26	main	
1	50	0.30316673093658	0.00620207194575062	0.00802864428435923	0.0060633346187316	0.676539218214578	piechart	A	D	0.30316673093658	0.0060633346187316	piechart10	27	main	
1	10	7.60615421670743	2.4970993243832	13.5860216702302	76.0615421670743	0.249182621604909	barchart	D	A	76.0615421670743	7.60615421670743	barchart2	28	main	
1	20	3.17916685449226	7.2720050481011	63.5833370898451	15.1634505782479	10.8020404293136	barchart	C	A	63.5833370898451	3.17916685449226	barchart4	29	main	
2	50	0.30316673093658	0.00620207194575062	0.00802864428435923	0.0060633346187316	0.676539218214578	piechart	A	D	0.30316673093658	0.0060633346187316	piechart10	30	main	
1	95	0.123100841616785	2.73362302438102	21.5056172568239	11.6945799535946	63.9430789235838	bubblechart	D	A	11.6945799535946	0.123100841616785	bubblechart19	31	main	
2	10	0.0760615421670743	0.135860216702302	0.024970993243832	0.00249182621604909	0.760615421670743	piechart	E	A	0.760615421670743	0.0760615421670743	piechart2	32	main	
1	50	0.60633346187316	0.802864428435923	67.6539218214578	0.620207194575062	30.316673093658	barchart	E	A	30.316673093658	0.60633346187316	barchart10	33	main	
2	70	1.08706473776231	9.5736835717943	3.57838153030125	9.66633851678035	76.0945316433618	barchart	E	A	76.0945316433618	1.08706473776231	barchart14	34	main	
1	85	0.017472580833691	0.0362104325690666	0.00949802753518249	0.129486618571548	0.807332340490512	piechart	E	C	0.807332340490512	0.00949802753518249	piechart17	35	main	
1	15	0.0638447368713121	0.0157974633169943	0.643713255821415	0.0396825942353643	0.236961949754914	piechart	E	B	0.236961949754914	0.0157974633169943	piechart3	36	main	
1	33	0.0108752140121875	0.0132711372827865	0.0578831219841594	0.437947530331953	0.480022996388914	piechart	D	B	0.437947530331953	0.0132711372827865	piechart7	37	main	
2	20	3.17916685449226	7.2720050481011	63.5833370898451	15.1634505782479	10.8020404293136	barchart	C	A	63.5833370898451	3.17916685449226	barchart4	38	main	
4	50	0.60633346187316	0.802864428435923	67.6539218214578	0.620207194575062	30.316673093658	bubblechart	E	A	30.316673093658	0.60633346187316	bubblechart10	39	main	
3	20	3.17916685449226	7.2720050481011	63.5833370898451	15.1634505782479	10.8020404293136	barchart	C	A	63.5833370898451	3.17916685449226	barchart4	40	main	
1	70	1.08706473776231	9.5736835717943	3.57838153030125	9.66633851678035	76.0945316433618	bubblechart	E	A	76.0945316433618	1.08706473776231	bubblechart14	41	main	
1	90	0.83366905267422	2.82266735803506	1.55977118681294	19.753677661798	75.0302147406798	bubblechart	E	A	75.0302147406798	0.83366905267422	bubblechart18	42	main	
2	95	0.123100841616785	2.73362302438102	21.5056172568239	11.6945799535946	63.9430789235838	bubblechart	D	A	11.6945799535946	0.123100841616785	bubblechart19	43	main	
2	15	6.38447368713121	23.6961949754914	64.3713255821416	3.96825942353643	1.57974633169943	bubblechart	B	E	23.6961949754914	1.57974633169943	bubblechart3	44	main	
2	60	13.1075411297192	0.830534775970412	2.89326749544252	49.8320865582247	33.3365700406431	barchart	D	B	49.8320865582247	0.830534775970412	barchart12	45	main	
3	95	0.123100841616785	2.73362302438102	21.5056172568239	11.6945799535946	63.9430789235838	bubblechart	D	A	11.6945799535946	0.123100841616785	bubblechart19	46	main	
1	80	0.061558451593489	0.009425035890416	0.157034738337079	0.0179789029457357	0.75400287123328	piechart	E	B	0.75400287123328	0.009425035890416	piechart16	47	main	
1	55	0.249905759116735	0.0255287940384337	0.0102531537692162	0.150388835768722	0.563923457306893	piechart	E	C	0.563923457306893	0.0102531537692162	piechart11	48	main	
1	55	1.02531537692162	24.9905759116735	15.0388835768722	2.55287940384338	56.3923457306893	barchart	E	A	56.3923457306893	1.02531537692162	barchart11	49	main	
2	10	7.60615421670743	2.4970993243832	13.5860216702302	76.0615421670743	0.249182621604909	bubblechart	D	A	76.0615421670743	7.60615421670743	bubblechart2	50	main	
2	55	1.02531537692162	24.9905759116735	15.0388835768722	2.55287940384338	56.3923457306893	barchart	E	A	56.3923457306893	1.02531537692162	barchart11	51	main	
3	70	1.08706473776231	9.5736835717943	3.57838153030125	9.66633851678035	76.0945316433618	barchart	E	A	76.0945316433618	1.08706473776231	barchart14	52	main	
2	50	0.60633346187316	0.802864428435923	67.6539218214578	0.620207194575062	30.316673093658	barchart	E	A	30.316673093658	0.60633346187316	barchart10	53	main	
1	5	23.7994483976615	6.71544983162946	54.5989414172558	3.96637207000209	10.9197882834511	barchart	C	E	54.5989414172558	10.9197882834511	barchart1	54	main	
1	100	0.00763173336485899	0.122145019335094	0.0194005515498836	0.0876493592642644	0.763173336485899	piechart	E	A	0.763173336485899	0.00763173336485899	piechart20	55	main	
2	45	1.86877444049306	1.93841251757239	0.403827672062286	8.56042207911477	87.2285632907575	barchart	E	B	87.2285632907575	1.93841251757239	barchart9	56	main	
1	60	13.1075411297192	0.830534775970412	2.89326749544252	49.8320865582247	33.3365700406431	bubblechart	D	B	49.8320865582247	0.830534775970412	bubblechart12	57	main	
2	30	0.0665478671920322	0.838722486090245	0.046955924708087	0.0198163058066272	0.0279574162030082	piechart	B	E	0.838722486090245	0.0279574162030082	piechart6	58	main	
1	25	8.52153242402493	12.7343376465603	2.95246231893543	1.98010963709353	73.8115579733858	barchart	E	C	73.8115579733858	2.95246231893543	barchart5	59	main	
1	66	1.20062035504979	2.41071322021646	79.240943433286	15.4220833233886	1.72563966805919	bubblechart	C	A	79.240943433286	1.20062035504979	bubblechart13	60	main	
2	70	1.08706473776231	9.5736835717943	3.57838153030125	9.66633851678035	76.0945316433618	bubblechart	E	A	76.0945316433618	1.08706473776231	bubblechart14	61	main	
1	30	83.8722486090246	1.98163058066272	2.79574162030082	6.65478671920322	4.6955924708087	bubblechart	A	C	83.8722486090246	2.79574162030082	bubblechart6	62	main	
2	66	1.20062035504979	2.41071322021646	79.240943433286	15.4220833233886	1.72563966805919	bubblechart	C	A	79.240943433286	1.20062035504979	bubblechart13	63	main	
2	85	1.7472580833691	12.9486618571548	80.7332340490512	3.62104325690666	0.949802753518249	barchart	C	E	80.7332340490512	0.949802753518249	barchart17	64	main	
2	10	7.60615421670743	2.4970993243832	13.5860216702302	76.0615421670743	0.249182621604909	barchart	D	A	76.0615421670743	7.60615421670743	barchart2	65	main	
1	5	23.7994483976615	6.71544983162946	54.5989414172558	3.96637207000209	10.9197882834511	bubblechart	C	E	54.5989414172558	10.9197882834511	bubblechart1	66	main	
2	25	8.52153242402493	12.7343376465603	2.95246231893543	1.98010963709353	73.8115579733858	barchart	E	C	73.8115579733858	2.95246231893543	barchart5	67	main	
1	75	13.8896828108599	0.37927682724426	48.3045622994359	8.98071601914046	28.4457620433195	barchart	E	B	28.4457620433195	0.37927682724426	barchart15	68	main	
2	80	0.061558451593489	0.009425035890416	0.157034738337079	0.0179789029457357	0.75400287123328	piechart	E	B	0.75400287123328	0.009425035890416	piechart16	69	main	
3	10	7.60615421670743	2.4970993243832	13.5860216702302	76.0615421670743	0.249182621604909	bubblechart	D	A	76.0615421670743	7.60615421670743	bubblechart2	70	main	
2	20	3.17916685449226	7.2720050481011	63.5833370898451	15.1634505782479	10.8020404293136	bubblechart	C	A	63.5833370898451	3.17916685449226	bubblechart4	71	main	
3	80	0.061558451593489	0.009425035890416	0.157034738337079	0.0179789029457357	0.75400287123328	piechart	E	B	0.75400287123328	0.009425035890416	piechart16	72	main	
2	66	1.20062035504979	2.41071322021646	79.240943433286	15.4220833233886	1.72563966805919	barchart	C	A	79.240943433286	1.20062035504979	barchart13	73	main	
2	5	23.7994483976615	6.71544983162946	54.5989414172558	3.96637207000209	10.9197882834511	barchart	C	E	54.5989414172558	10.9197882834511	barchart1	74	main	
2	45	0.0193841251757239	0.00403827672062286	0.0856042207911477	0.0186877444049306	0.872285632907575	piechart	E	A	0.872285632907575	0.0193841251757239	piechart9	75	main	
1	90	0.750302147406798	0.19753677661798	0.0083366905267422	0.0155977118681294	0.0282266735803506	piechart	A	C	0.750302147406798	0.0083366905267422	piechart18	76	main	
1	66	0.79240943433286	0.154220833233886	0.0172563966805919	0.0241071322021646	0.0120062035504979	piechart	A	E	0.79240943433286	0.0120062035504979	piechart13	77	main	
4	80	0.061558451593489	0.009425035890416	0.157034738337079	0.0179789029457357	0.75400287123328	piechart	E	B	0.75400287123328	0.009425035890416	piechart16	78	main	
1	40	0.0109675814672881	0.700030323901645	0.156800129499825	0.0175007580975411	0.1147012070337	piechart	B	D	0.700030323901645	0.0175007580975411	piechart8	79	main	
2	33	1.08752140121875	48.0022996388914	1.32711372827865	5.78831219841594	43.7947530331953	bubblechart	E	C	43.7947530331953	1.32711372827865	bubblechart7	80	main	
1	100	0.763173336485899	8.76493592642644	12.2145019335094	76.3173336485899	1.94005515498836	bubblechart	D	A	76.3173336485899	0.763173336485899	bubblechart20	81	main	
1	20	0.635833370898451	0.072720050481011	0.108020404293136	0.151634505782479	0.0317916685449226	piechart	A	E	0.635833370898451	0.0317916685449226	piechart4	82	main	
1	5	0.0671544983162946	0.545989414172558	0.237994483976615	0.109197882834511	0.0396637207000209	piechart	B	D	0.545989414172558	0.109197882834511	piechart1	83	main	
3	60	13.1075411297192	0.830534775970412	2.89326749544252	49.8320865582247	33.3365700406431	barchart	D	B	49.8320865582247	0.830534775970412	barchart12	84	main	
1	30	83.8722486090246	1.98163058066272	2.79574162030082	6.65478671920322	4.6955924708087	barchart	A	C	83.8722486090246	2.79574162030082	barchart6	85	main	
2	90	0.83366905267422	2.82266735803506	1.55977118681294	19.753677661798	75.0302147406798	bubblechart	E	A	75.0302147406798	0.83366905267422	bubblechart18	86	main	
4	95	0.123100841616785	2.73362302438102	21.5056172568239	11.6945799535946	63.9430789235838	bubblechart	D	A	11.6945799535946	0.123100841616785	bubblechart19	87	main	
3	66	1.20062035504979	2.41071322021646	79.240943433286	15.4220833233886	1.72563966805919	bubblechart	C	A	79.240943433286	1.20062035504979	bubblechart13	88	main	
2	40	0.0109675814672881	0.700030323901645	0.156800129499825	0.0175007580975411	0.1147012070337	piechart	B	D	0.700030323901645	0.0175007580975411	piechart8	89	main	
3	20	3.17916685449226	7.2720050481011	63.5833370898451	15.1634505782479	10.8020404293136	bubblechart	C	A	63.5833370898451	3.17916685449226	bubblechart4	90	main	
3	70	1.08706473776231	9.5736835717943	3.57838153030125	9.66633851678035	76.0945316433618	bubblechart	E	A	76.0945316433618	1.08706473776231	bubblechart14	91	main	
1	90	0.83366905267422	2.82266735803506	1.55977118681294	19.753677661798	75.0302147406798	barchart	E	A	75.0302147406798	0.83366905267422	barchart18	92	main	
3	45	1.86877444049306	1.93841251757239	0.403827672062286	8.56042207911477	87.2285632907575	barchart	E	B	87.2285632907575	1.93841251757239	barchart9	93	main	
3	45	0.0193841251757239	0.00403827672062286	0.0856042207911477	0.0186877444049306	0.872285632907575	piechart	E	A	0.872285632907575	0.0193841251757239	piechart9	94	main	
4	10	7.60615421670743	2.4970993243832	13.5860216702302	76.0615421670743	0.249182621604909	bubblechart	D	A	76.0615421670743	7.60615421670743	bubblechart2	95	main	
2	5	0.0671544983162946	0.545989414172558	0.237994483976615	0.109197882834511	0.0396637207000209	piechart	B	D	0.545989414172558	0.109197882834511	piechart1	96	main	
1	40	1.75007580975411	11.47012070337	1.09675814672881	70.0030323901645	15.6800129499825	barchart	D	A	70.0030323901645	1.75007580975411	barchart8	97	main	
2	30	83.8722486090246	1.98163058066272	2.79574162030082	6.65478671920322	4.6955924708087	bubblechart	A	C	83.8722486090246	2.79574162030082	bubblechart6	98	main	
1	75	13.8896828108599	0.37927682724426	48.3045622994359	8.98071601914046	28.4457620433195	bubblechart	E	B	28.4457620433195	0.37927682724426	bubblechart15	99	main	
1	15	6.38447368713121	23.6961949754914	64.3713255821416	3.96825942353643	1.57974633169943	barchart	B	E	23.6961949754914	1.57974633169943	barchart3	100	main	
2	75	13.8896828108599	0.37927682724426	48.3045622994359	8.98071601914046	28.4457620433195	bubblechart	E	B	28.4457620433195	0.37927682724426	bubblechart15	101	main	
4	45	1.86877444049306	1.93841251757239	0.403827672062286	8.56042207911477	87.2285632907575	barchart	E	B	87.2285632907575	1.93841251757239	barchart9	102	main	
3	55	1.02531537692162	24.9905759116735	15.0388835768722	2.55287940384338	56.3923457306893	barchart	E	A	56.3923457306893	1.02531537692162	barchart11	103	main	
2	20	0.635833370898451	0.072720050481011	0.108020404293136	0.151634505782479	0.0317916685449226	piechart	A	E	0.635833370898451	0.0317916685449226	piechart4	104	main	
3	75	13.8896828108599	0.37927682724426	48.3045622994359	8.98071601914046	28.4457620433195	bubblechart	E	B	28.4457620433195	0.37927682724426	bubblechart15	105	main	
4	20	3.17916685449226	7.2720050481011	63.5833370898451	15.1634505782479	10.8020404293136	bubblechart	C	A	63.5833370898451	3.17916685449226	bubblechart4	106	main	
1	80	75.400287123328	6.1558451593489	1.79789029457357	0.9425035890416	15.7034738337079	bubblechart	A	D	75.400287123328	0.9425035890416	bubblechart16	107	main	
2	55	0.249905759116735	0.0255287940384337	0.0102531537692162	0.150388835768722	0.563923457306893	piechart	E	C	0.563923457306893	0.0102531537692162	piechart11	108	main	
3	40	0.0109675814672881	0.700030323901645	0.156800129499825	0.0175007580975411	0.1147012070337	piechart	B	D	0.700030323901645	0.0175007580975411	piechart8	109	main	
5	10	7.60615421670743	2.4970993243832	13.5860216702302	76.0615421670743	0.249182621604909	bubblechart	D	A	76.0615421670743	7.60615421670743	bubblechart2	110	main	
3	55	0.249905759116735	0.0255287940384337	0.0102531537692162	0.150388835768722	0.563923457306893	piechart	E	C	0.563923457306893	0.0102531537692162	piechart11	111	main	
2	25	0.738115579733858	0.0852153242402493	0.0198010963709353	0.0295246231893543	0.127343376465603	piechart	A	D	0.738115579733858	0.0295246231893543	piechart5	112	main	
3	20	0.635833370898451	0.072720050481011	0.108020404293136	0.151634505782479	0.0317916685449226	piechart	A	E	0.635833370898451	0.0317916685449226	piechart4	113	main	
3	90	0.83366905267422	2.82266735803506	1.55977118681294	19.753677661798	75.0302147406798	bubblechart	E	A	75.0302147406798	0.83366905267422	bubblechart18	114	main	
2	80	75.400287123328	6.1558451593489	1.79789029457357	0.9425035890416	15.7034738337079	bubblechart	A	D	75.400287123328	0.9425035890416	bubblechart16	115	main	
2	70	0.095736835717943	0.0357838153030125	0.760945316433618	0.0966633851678035	0.0108706473776231	piechart	C	E	0.760945316433618	0.0108706473776231	piechart14	116	main	
3	25	8.52153242402493	12.7343376465603	2.95246231893543	1.98010963709353	73.8115579733858	barchart	E	C	73.8115579733858	2.95246231893543	barchart5	117	main	
3	30	83.8722486090246	1.98163058066272	2.79574162030082	6.65478671920322	4.6955924708087	bubblechart	A	C	83.8722486090246	2.79574162030082	bubblechart6	118	main	
2	95	0.00123100841616785	0.215056172568239	0.116945799535946	0.639430789235838	0.0273362302438102	piechart	C	A	0.116945799535946	0.00123100841616785	piechart19	119	main	
2	33	1.08752140121875	48.0022996388914	1.32711372827865	5.78831219841594	43.7947530331953	barchart	E	C	43.7947530331953	1.32711372827865	barchart7	120	main	
1	40	1.75007580975411	11.47012070337	1.09675814672881	70.0030323901645	15.6800129499825	bubblechart	D	A	70.0030323901645	1.75007580975411	bubblechart8	121	main	
4	55	0.249905759116735	0.0255287940384337	0.0102531537692162	0.150388835768722	0.563923457306893	piechart	E	C	0.563923457306893	0.0102531537692162	piechart11	122	main	
1	60	0.0289326749544252	0.333365700406431	0.498320865582247	0.131075411297192	0.00830534775970412	piechart	C	E	0.498320865582247	0.00830534775970412	piechart12	123	main	
3	5	0.0671544983162946	0.545989414172558	0.237994483976615	0.109197882834511	0.0396637207000209	piechart	B	D	0.545989414172558	0.109197882834511	piechart1	124	main	
3	15	6.38447368713121	23.6961949754914	64.3713255821416	3.96825942353643	1.57974633169943	bubblechart	B	E	23.6961949754914	1.57974633169943	bubblechart3	125	main	
5	55	0.249905759116735	0.0255287940384337	0.0102531537692162	0.150388835768722	0.563923457306893	piechart	E	C	0.563923457306893	0.0102531537692162	piechart11	126	main	
2	100	0.00763173336485899	0.122145019335094	0.0194005515498836	0.0876493592642644	0.763173336485899	piechart	E	A	0.763173336485899	0.00763173336485899	piechart20	127	main	
2	5	23.7994483976615	6.71544983162946	54.5989414172558	3.96637207000209	10.9197882834511	bubblechart	C	E	54.5989414172558	10.9197882834511	bubblechart1	128	main	
5	20	3.17916685449226	7.2720050481011	63.5833370898451	15.1634505782479	10.8020404293136	bubblechart	C	A	63.5833370898451	3.17916685449226	bubblechart4	129	main	
4	70	1.08706473776231	9.5736835717943	3.57838153030125	9.66633851678035	76.0945316433618	bubblechart	E	A	76.0945316433618	1.08706473776231	bubblechart14	130	main	
3	33	1.08752140121875	48.0022996388914	1.32711372827865	5.78831219841594	43.7947530331953	bubblechart	E	C	43.7947530331953	1.32711372827865	bubblechart7	131	main	
4	15	6.38447368713121	23.6961949754914	64.3713255821416	3.96825942353643	1.57974633169943	bubblechart	B	E	23.6961949754914	1.57974633169943	bubblechart3	132	main	
2	75	13.8896828108599	0.37927682724426	48.3045622994359	8.98071601914046	28.4457620433195	barchart	E	B	28.4457620433195	0.37927682724426	barchart15	133	main	
3	50	0.30316673093658	0.00620207194575062	0.00802864428435923	0.0060633346187316	0.676539218214578	piechart	A	D	0.30316673093658	0.0060633346187316	piechart10	134	main	
2	33	0.0108752140121875	0.0132711372827865	0.0578831219841594	0.437947530331953	0.480022996388914	piechart	D	B	0.437947530331953	0.0132711372827865	piechart7	135	main	
2	85	0.017472580833691	0.0362104325690666	0.00949802753518249	0.129486618571548	0.807332340490512	piechart	E	C	0.807332340490512	0.00949802753518249	piechart17	136	main	
3	5	23.7994483976615	6.71544983162946	54.5989414172558	3.96637207000209	10.9197882834511	barchart	C	E	54.5989414172558	10.9197882834511	barchart1	137	main	
4	30	83.8722486090246	1.98163058066272	2.79574162030082	6.65478671920322	4.6955924708087	bubblechart	A	C	83.8722486090246	2.79574162030082	bubblechart6	138	main	
1	45	1.86877444049306	1.93841251757239	0.403827672062286	8.56042207911477	87.2285632907575	bubblechart	E	B	87.2285632907575	1.93841251757239	bubblechart9	139	main	
4	70	1.08706473776231	9.5736835717943	3.57838153030125	9.66633851678035	76.0945316433618	barchart	E	A	76.0945316433618	1.08706473776231	barchart14	140	main	
4	20	3.17916685449226	7.2720050481011	63.5833370898451	15.1634505782479	10.8020404293136	barchart	C	A	63.5833370898451	3.17916685449226	barchart4	141	main	
5	20	3.17916685449226	7.2720050481011	63.5833370898451	15.1634505782479	10.8020404293136	barchart	C	A	63.5833370898451	3.17916685449226	barchart4	142	main	
5	30	83.8722486090246	1.98163058066272	2.79574162030082	6.65478671920322	4.6955924708087	bubblechart	A	C	83.8722486090246	2.79574162030082	bubblechart6	143	main	
3	66	1.20062035504979	2.41071322021646	79.240943433286	15.4220833233886	1.72563966805919	barchart	C	A	79.240943433286	1.20062035504979	barchart13	144	main	
2	40	1.75007580975411	11.47012070337	1.09675814672881	70.0030323901645	15.6800129499825	bubblechart	D	A	70.0030323901645	1.75007580975411	bubblechart8	145	main	
6	55	0.249905759116735	0.0255287940384337	0.0102531537692162	0.150388835768722	0.563923457306893	piechart	E	C	0.563923457306893	0.0102531537692162	piechart11	146	main	
2	45	1.86877444049306	1.93841251757239	0.403827672062286	8.56042207911477	87.2285632907575	bubblechart	E	B	87.2285632907575	1.93841251757239	bubblechart9	147	main	
4	60	13.1075411297192	0.830534775970412	2.89326749544252	49.8320865582247	33.3365700406431	barchart	D	B	49.8320865582247	0.830534775970412	barchart12	148	main	
3	75	0.483045622994359	0.284457620433195	0.0898071601914046	0.0037927682724426	0.138896828108599	piechart	B	D	0.284457620433195	0.0037927682724426	piechart15	149	main	
2	15	0.0638447368713121	0.0157974633169943	0.643713255821415	0.0396825942353643	0.236961949754914	piechart	E	B	0.236961949754914	0.0157974633169943	piechart3	150	main	
6	10	7.60615421670743	2.4970993243832	13.5860216702302	76.0615421670743	0.249182621604909	bubblechart	D	A	76.0615421670743	7.60615421670743	bubblechart2	151	main	
3	100	0.00763173336485899	0.122145019335094	0.0194005515498836	0.0876493592642644	0.763173336485899	piechart	E	A	0.763173336485899	0.00763173336485899	piechart20	152	main	
2	90	0.750302147406798	0.19753677661798	0.0083366905267422	0.0155977118681294	0.0282266735803506	piechart	A	C	0.750302147406798	0.0083366905267422	piechart18	153	main	
3	15	0.0638447368713121	0.0157974633169943	0.643713255821415	0.0396825942353643	0.236961949754914	piechart	E	B	0.236961949754914	0.0157974633169943	piechart3	154	main	
7	55	0.249905759116735	0.0255287940384337	0.0102531537692162	0.150388835768722	0.563923457306893	piechart	E	C	0.563923457306893	0.0102531537692162	piechart11	155	main	
5	70	1.08706473776231	9.5736835717943	3.57838153030125	9.66633851678035	76.0945316433618	bubblechart	E	A	76.0945316433618	1.08706473776231	bubblechart14	156	main	
5	50	0.60633346187316	0.802864428435923	67.6539218214578	0.620207194575062	30.316673093658	bubblechart	E	A	30.316673093658	0.60633346187316	bubblechart10	157	main	
4	66	1.20062035504979	2.41071322021646	79.240943433286	15.4220833233886	1.72563966805919	bubblechart	C	A	79.240943433286	1.20062035504979	bubblechart13	158	main	
3	80	75.400287123328	6.1558451593489	1.79789029457357	0.9425035890416	15.7034738337079	barchart	A	D	75.400287123328	0.9425035890416	barchart16	159	main	
3	85	1.7472580833691	12.9486618571548	80.7332340490512	3.62104325690666	0.949802753518249	barchart	C	E	80.7332340490512	0.949802753518249	barchart17	160	main	
2	40	1.75007580975411	11.47012070337	1.09675814672881	70.0030323901645	15.6800129499825	barchart	D	A	70.0030323901645	1.75007580975411	barchart8	161	main	
2	60	13.1075411297192	0.830534775970412	2.89326749544252	49.8320865582247	33.3365700406431	bubblechart	D	B	49.8320865582247	0.830534775970412	bubblechart12	162	main	
3	40	1.75007580975411	11.47012070337	1.09675814672881	70.0030323901645	15.6800129499825	bubblechart	D	A	70.0030323901645	1.75007580975411	bubblechart8	163	main	
4	66	1.20062035504979	2.41071322021646	79.240943433286	15.4220833233886	1.72563966805919	barchart	C	A	79.240943433286	1.20062035504979	barchart13	164	main	
4	45	0.0193841251757239	0.00403827672062286	0.0856042207911477	0.0186877444049306	0.872285632907575	piechart	E	A	0.872285632907575	0.0193841251757239	piechart9	165	main	
5	60	13.1075411297192	0.830534775970412	2.89326749544252	49.8320865582247	33.3365700406431	barchart	D	B	49.8320865582247	0.830534775970412	barchart12	166	main	
