ExpRepeatIndex	A_frac	A	B	C	D	E	vis	smallChar	largeChar	smallNum	largeNum	trial	ExpIndex	expType	text
1	0.075	0.107423843014552	0.79445703247881	0.0501499678975329	0.0399123683830134	0.00805678822609141	piechart	E	A	0.00805678822609141	0.107423843014552	piechart2	7	main	
1	0.025	0.0645774381775406	0.493631288227512	0.0223879934869933	0.407062497902267	0.0123407822056878	piechart	E	B	0.0123407822056878	0.493631288227512	piechart1	8	main	
1	0.875	0.526962064852317	0.00110996553201844	0.00183426615719409	0.461091806745777	0.00900189671269286	piechart	D	A	0.461091806745777	0.526962064852317	piechart18	9	main	
1	0.175	2.6191227917282	29.6779473559068	14.9664159527326	43.3241812380844	9.41233266154801	bubblechart	A	C	2.6191227917282	14.9664159527326	bubblechart4	10	main	
1	0.475	67.4578820639369	0.129674133464267	32.04249398037	0.163370362968952	0.206579459259883	barchart	C	A	32.04249398037	67.4578820639369	barchart10	11	main	
1	0.275	18.3355578124596	8.86524123941543	0.018619350483999	6.10582591596958	66.6747556816714	barchart	A	E	18.3355578124596	66.6747556816714	barchart6	12	main	
1	0.075	10.7423843014552	3.99123683830134	0.805678822609141	5.01499678975329	79.445703247881	bubblechart	C	A	0.805678822609141	10.7423843014552	bubblechart2	13	main	
2	0.875	0.526962064852317	0.00110996553201844	0.00183426615719409	0.461091806745777	0.00900189671269286	piechart	D	A	0.461091806745777	0.526962064852317	piechart18	14	main	
2	0.025	0.0645774381775406	0.493631288227512	0.0223879934869933	0.407062497902267	0.0123407822056878	piechart	E	B	0.0123407822056878	0.493631288227512	piechart1	15	main	
1	0.975	8.39256549467733	72.9414430200432	5.71836761663161	8.60775948172034	4.3398643869275	bubblechart	A	D	8.39256549467733	8.60775948172034	bubblechart20	16	main	
1	0.325	1.19566482773757	23.0558380681828	1.33029043627986	3.4771664580065	70.9410402097933	bubblechart	B	E	23.0558380681828	70.9410402097933	bubblechart7	17	main	
2	0.325	0.709410402097933	0.0119566482773757	0.034771664580065	0.0133029043627986	0.230558380681828	piechart	E	A	0.230558380681828	0.709410402097933	piechart7	18	main	
1	0.125	13.3448953606274	36.4568414890932	40.4769822708676	4.55710518613665	5.16417569327517	bubblechart	D	B	4.55710518613665	36.4568414890932	bubblechart3	19	main	
1	0.275	18.3355578124596	8.86524123941543	0.018619350483999	6.10582591596958	66.6747556816714	bubblechart	A	E	18.3355578124596	66.6747556816714	bubblechart6	20	main	
1	0.775	25.3643947003978	28.1799886178907	13.2850952823804	11.3310302204657	21.8394911788653	barchart	E	B	21.8394911788653	28.1799886178907	barchart16	21	main	
1	0.475	67.4578820639369	0.129674133464267	32.04249398037	0.163370362968952	0.206579459259883	bubblechart	C	A	32.04249398037	67.4578820639369	bubblechart10	22	main	
1	0.525	19.3181566997111	1.67376982963825	4.61197707044287	37.5996074483772	36.7964889518306	barchart	A	E	19.3181566997111	36.7964889518306	barchart11	23	main	
1	0.025	49.3631288227512	2.23879934869933	40.7062497902267	6.45774381775406	1.23407822056878	barchart	E	A	1.23407822056878	49.3631288227512	barchart1	24	main	
1	0.225	0.533432287297078	0.210244110620554	0.120022264641843	0.093315118883395	0.0429862185571298	piechart	C	A	0.120022264641843	0.533432287297078	piechart5	25	main	
1	0.775	25.3643947003978	28.1799886178907	13.2850952823804	11.3310302204657	21.8394911788653	bubblechart	E	B	21.8394911788653	28.1799886178907	bubblechart16	26	main	
1	0.375	1.27638165746873	27.9863493483175	14.1726154870817	10.4948810056191	46.069772501513	bubblechart	D	B	10.4948810056191	27.9863493483175	bubblechart8	27	main	
2	0.775	25.3643947003978	28.1799886178907	13.2850952823804	11.3310302204657	21.8394911788653	barchart	E	B	21.8394911788653	28.1799886178907	barchart16	28	main	
1	0.175	0.296779473559068	0.026191227917282	0.433241812380844	0.149664159527326	0.0941233266154801	piechart	B	D	0.026191227917282	0.149664159527326	piechart4	29	main	
1	0.225	4.29862185571298	9.3315118883395	12.0022264641843	21.0244110620554	53.3432287297078	bubblechart	C	E	12.0022264641843	53.3432287297078	bubblechart5	30	main	
2	0.775	25.3643947003978	28.1799886178907	13.2850952823804	11.3310302204657	21.8394911788653	bubblechart	E	B	21.8394911788653	28.1799886178907	bubblechart16	31	main	
1	0.475	0.00206579459259883	0.3204249398037	0.00163370362968952	0.00129674133464267	0.674578820639369	piechart	B	E	0.3204249398037	0.674578820639369	piechart10	32	main	
2	0.275	18.3355578124596	8.86524123941543	0.018619350483999	6.10582591596958	66.6747556816714	bubblechart	A	E	18.3355578124596	66.6747556816714	bubblechart6	33	main	
2	0.625	11.0011625216782	6.05947077351215	27.3579945895248	11.8085807720453	43.7727913432396	bubblechart	C	E	27.3579945895248	43.7727913432396	bubblechart13	34	main	
1	0.775	0.281799886178907	0.113310302204657	0.253643947003978	0.132850952823804	0.218394911788653	piechart	E	A	0.218394911788653	0.281799886178907	piechart16	35	main	
2	0.075	0.107423843014552	0.79445703247881	0.0501499678975329	0.0399123683830134	0.00805678822609141	piechart	E	A	0.00805678822609141	0.107423843014552	piechart2	36	main	
1	0.525	19.3181566997111	1.67376982963825	4.61197707044287	37.5996074483772	36.7964889518306	bubblechart	A	E	19.3181566997111	36.7964889518306	bubblechart11	37	main	
2	0.925	0.0709852114858143	0.380761596489722	0.0321790124554751	0.411634158367267	0.104440021201722	piechart	B	D	0.380761596489722	0.411634158367267	piechart19	38	main	
1	0.025	49.3631288227512	2.23879934869933	40.7062497902267	6.45774381775406	1.23407822056878	bubblechart	E	A	1.23407822056878	49.3631288227512	bubblechart1	39	main	
1	0.825	7.73940605672765	4.91146402649677	22.7459390886661	58.2181808313091	6.38500999680031	bubblechart	E	A	6.38500999680031	7.73940605672765	bubblechart17	40	main	
3	0.325	0.709410402097933	0.0119566482773757	0.034771664580065	0.0133029043627986	0.230558380681828	piechart	E	A	0.230558380681828	0.709410402097933	piechart7	41	main	
1	0.375	0.46069772501513	0.279863493483175	0.141726154870817	0.104948810056191	0.0127638165746873	piechart	D	B	0.104948810056191	0.279863493483175	piechart8	42	main	
2	0.375	1.27638165746873	27.9863493483175	14.1726154870817	10.4948810056191	46.069772501513	bubblechart	D	B	10.4948810056191	27.9863493483175	bubblechart8	43	main	
1	0.225	4.29862185571298	9.3315118883395	12.0022264641843	21.0244110620554	53.3432287297078	barchart	C	E	12.0022264641843	53.3432287297078	barchart5	44	main	
2	0.075	10.7423843014552	3.99123683830134	0.805678822609141	5.01499678975329	79.445703247881	barchart	C	A	0.805678822609141	10.7423843014552	barchart2	45	main	
1	0.575	0.00119677580792868	0.594507911205587	0.0121275663904218	0.0503256976528493	0.341842048943213	piechart	E	B	0.341842048943213	0.594507911205587	piechart12	46	main	
2	0.175	0.296779473559068	0.026191227917282	0.433241812380844	0.149664159527326	0.0941233266154801	piechart	B	D	0.026191227917282	0.149664159527326	piechart4	47	main	
1	0.975	8.39256549467733	72.9414430200432	5.71836761663161	8.60775948172034	4.3398643869275	barchart	A	D	8.39256549467733	8.60775948172034	barchart20	48	main	
2	0.175	2.6191227917282	29.6779473559068	14.9664159527326	43.3241812380844	9.41233266154801	barchart	A	C	2.6191227917282	14.9664159527326	barchart4	49	main	
2	0.775	0.281799886178907	0.113310302204657	0.253643947003978	0.132850952823804	0.218394911788653	piechart	E	A	0.218394911788653	0.281799886178907	piechart16	50	main	
2	0.175	2.6191227917282	29.6779473559068	14.9664159527326	43.3241812380844	9.41233266154801	bubblechart	A	C	2.6191227917282	14.9664159527326	bubblechart4	51	main	
1	0.425	2.91479328717584	67.8723816964122	0.157141083343822	28.8457622209752	0.209921712092983	barchart	D	B	28.8457622209752	67.8723816964122	barchart9	52	main	
2	0.325	1.19566482773757	23.0558380681828	1.33029043627986	3.4771664580065	70.9410402097933	barchart	B	E	23.0558380681828	70.9410402097933	barchart7	53	main	
2	0.075	10.7423843014552	3.99123683830134	0.805678822609141	5.01499678975329	79.445703247881	bubblechart	C	A	0.805678822609141	10.7423843014552	bubblechart2	54	main	
3	0.625	11.0011625216782	6.05947077351215	27.3579945895248	11.8085807720453	43.7727913432396	bubblechart	C	E	27.3579945895248	43.7727913432396	bubblechart13	55	main	
1	0.275	0.0610582591596958	0.666747556816714	0.0886524123941543	0.183355578124596	0.00018619350483999	piechart	D	B	0.183355578124596	0.666747556816714	piechart6	56	main	
2	0.475	67.4578820639369	0.129674133464267	32.04249398037	0.163370362968952	0.206579459259883	bubblechart	C	A	32.04249398037	67.4578820639369	bubblechart10	57	main	
2	0.025	49.3631288227512	2.23879934869933	40.7062497902267	6.45774381775406	1.23407822056878	barchart	E	A	1.23407822056878	49.3631288227512	barchart1	58	main	
1	0.575	34.1842048943213	1.21275663904218	5.03256976528493	0.119677580792868	59.4507911205587	bubblechart	A	E	34.1842048943213	59.4507911205587	bubblechart12	59	main	
2	0.975	8.39256549467733	72.9414430200432	5.71836761663161	8.60775948172034	4.3398643869275	bubblechart	A	D	8.39256549467733	8.60775948172034	bubblechart20	60	main	
2	0.275	0.0610582591596958	0.666747556816714	0.0886524123941543	0.183355578124596	0.00018619350483999	piechart	D	B	0.183355578124596	0.666747556816714	piechart6	61	main	
2	0.425	2.91479328717584	67.8723816964122	0.157141083343822	28.8457622209752	0.209921712092983	barchart	D	B	28.8457622209752	67.8723816964122	barchart9	62	main	
3	0.375	1.27638165746873	27.9863493483175	14.1726154870817	10.4948810056191	46.069772501513	bubblechart	D	B	10.4948810056191	27.9863493483175	bubblechart8	63	main	
1	0.825	0.0491146402649677	0.0773940605672765	0.227459390886661	0.0638500999680031	0.582181808313091	piechart	D	B	0.0638500999680031	0.0773940605672765	piechart17	64	main	
3	0.775	0.281799886178907	0.113310302204657	0.253643947003978	0.132850952823804	0.218394911788653	piechart	E	A	0.218394911788653	0.281799886178907	piechart16	65	main	
3	0.175	2.6191227917282	29.6779473559068	14.9664159527326	43.3241812380844	9.41233266154801	barchart	A	C	2.6191227917282	14.9664159527326	barchart4	66	main	
1	0.975	0.0860775948172034	0.729414430200432	0.0571836761663161	0.043398643869275	0.0839256549467733	piechart	E	A	0.0839256549467733	0.0860775948172034	piechart20	67	main	
1	0.675	1.3017711263591	37.8813241534074	0.772315344660749	3.92410914830251	56.1204802272702	barchart	B	E	37.8813241534074	56.1204802272702	barchart14	68	main	
4	0.775	0.281799886178907	0.113310302204657	0.253643947003978	0.132850952823804	0.218394911788653	piechart	E	A	0.218394911788653	0.281799886178907	piechart16	69	main	
1	0.675	1.3017711263591	37.8813241534074	0.772315344660749	3.92410914830251	56.1204802272702	bubblechart	B	E	37.8813241534074	56.1204802272702	bubblechart14	70	main	
3	0.075	0.107423843014552	0.79445703247881	0.0501499678975329	0.0399123683830134	0.00805678822609141	piechart	E	A	0.00805678822609141	0.107423843014552	piechart2	71	main	
3	0.175	0.296779473559068	0.026191227917282	0.433241812380844	0.149664159527326	0.0941233266154801	piechart	B	D	0.026191227917282	0.149664159527326	piechart4	72	main	
2	0.125	13.3448953606274	36.4568414890932	40.4769822708676	4.55710518613665	5.16417569327517	bubblechart	D	B	4.55710518613665	36.4568414890932	bubblechart3	73	main	
3	0.975	8.39256549467733	72.9414430200432	5.71836761663161	8.60775948172034	4.3398643869275	bubblechart	A	D	8.39256549467733	8.60775948172034	bubblechart20	74	main	
3	0.425	2.91479328717584	67.8723816964122	0.157141083343822	28.8457622209752	0.209921712092983	barchart	D	B	28.8457622209752	67.8723816964122	barchart9	75	main	
2	0.825	0.0491146402649677	0.0773940605672765	0.227459390886661	0.0638500999680031	0.582181808313091	piechart	D	B	0.0638500999680031	0.0773940605672765	piechart17	76	main	
1	0.425	2.91479328717584	67.8723816964122	0.157141083343822	28.8457622209752	0.209921712092983	bubblechart	D	B	28.8457622209752	67.8723816964122	bubblechart9	77	main	
2	0.225	4.29862185571298	9.3315118883395	12.0022264641843	21.0244110620554	53.3432287297078	bubblechart	C	E	12.0022264641843	53.3432287297078	bubblechart5	78	main	
2	0.475	0.00206579459259883	0.3204249398037	0.00163370362968952	0.00129674133464267	0.674578820639369	piechart	B	E	0.3204249398037	0.674578820639369	piechart10	79	main	
1	0.125	13.3448953606274	36.4568414890932	40.4769822708676	4.55710518613665	5.16417569327517	barchart	D	B	4.55710518613665	36.4568414890932	barchart3	80	main	
2	0.125	13.3448953606274	36.4568414890932	40.4769822708676	4.55710518613665	5.16417569327517	barchart	D	B	4.55710518613665	36.4568414890932	barchart3	81	main	
1	0.925	3.21790124554751	10.4440021201722	41.1634158367267	7.09852114858143	38.0761596489722	bubblechart	E	C	38.0761596489722	41.1634158367267	bubblechart19	82	main	
3	0.025	0.0645774381775406	0.493631288227512	0.0223879934869933	0.407062497902267	0.0123407822056878	piechart	E	B	0.0123407822056878	0.493631288227512	piechart1	83	main	
1	0.125	0.133448953606274	0.364568414890932	0.0516417569327517	0.404769822708676	0.0455710518613665	piechart	E	B	0.0455710518613665	0.364568414890932	piechart3	84	main	
1	0.725	0.440655686170457	0.0670526808848268	0.150569716047593	0.319475372473581	0.0222465444235425	piechart	D	A	0.319475372473581	0.440655686170457	piechart15	85	main	
1	0.625	0.437727913432396	0.118085807720453	0.273579945895248	0.0605947077351215	0.110011625216782	piechart	C	A	0.273579945895248	0.437727913432396	piechart13	86	main	
2	0.525	19.3181566997111	1.67376982963825	4.61197707044287	37.5996074483772	36.7964889518306	bubblechart	A	E	19.3181566997111	36.7964889518306	bubblechart11	87	main	
2	0.575	34.1842048943213	1.21275663904218	5.03256976528493	0.119677580792868	59.4507911205587	bubblechart	A	E	34.1842048943213	59.4507911205587	bubblechart12	88	main	
2	0.725	0.440655686170457	0.0670526808848268	0.150569716047593	0.319475372473581	0.0222465444235425	piechart	D	A	0.319475372473581	0.440655686170457	piechart15	89	main	
2	0.475	67.4578820639369	0.129674133464267	32.04249398037	0.163370362968952	0.206579459259883	barchart	C	A	32.04249398037	67.4578820639369	barchart10	90	main	
break	break	break	break	break	break	break	break	break	break	break	break	break	break	break	break
3	0.275	0.0610582591596958	0.666747556816714	0.0886524123941543	0.183355578124596	0.00018619350483999	piechart	D	B	0.183355578124596	0.666747556816714	piechart6	91	main	
3	0.225	4.29862185571298	9.3315118883395	12.0022264641843	21.0244110620554	53.3432287297078	bubblechart	C	E	12.0022264641843	53.3432287297078	bubblechart5	92	main	
3	0.475	0.00206579459259883	0.3204249398037	0.00163370362968952	0.00129674133464267	0.674578820639369	piechart	B	E	0.3204249398037	0.674578820639369	piechart10	93	main	
1	0.875	46.1091806745778	0.183426615719409	0.110996553201844	0.900189671269286	52.6962064852317	bubblechart	A	E	46.1091806745778	52.6962064852317	bubblechart18	94	main	
1	0.575	34.1842048943213	1.21275663904218	5.03256976528493	0.119677580792868	59.4507911205587	barchart	A	E	34.1842048943213	59.4507911205587	barchart12	95	main	
3	0.825	0.0491146402649677	0.0773940605672765	0.227459390886661	0.0638500999680031	0.582181808313091	piechart	D	B	0.0638500999680031	0.0773940605672765	piechart17	96	main	
1	0.375	1.27638165746873	27.9863493483175	14.1726154870817	10.4948810056191	46.069772501513	barchart	D	B	10.4948810056191	27.9863493483175	barchart8	97	main	
3	0.525	19.3181566997111	1.67376982963825	4.61197707044287	37.5996074483772	36.7964889518306	bubblechart	A	E	19.3181566997111	36.7964889518306	bubblechart11	98	main	
3	0.725	0.440655686170457	0.0670526808848268	0.150569716047593	0.319475372473581	0.0222465444235425	piechart	D	A	0.319475372473581	0.440655686170457	piechart15	99	main	
5	0.775	0.281799886178907	0.113310302204657	0.253643947003978	0.132850952823804	0.218394911788653	piechart	E	A	0.218394911788653	0.281799886178907	piechart16	100	main	
6	0.775	0.281799886178907	0.113310302204657	0.253643947003978	0.132850952823804	0.218394911788653	piechart	E	A	0.218394911788653	0.281799886178907	piechart16	101	main	
2	0.975	0.0860775948172034	0.729414430200432	0.0571836761663161	0.043398643869275	0.0839256549467733	piechart	E	A	0.0839256549467733	0.0860775948172034	piechart20	102	main	
2	0.125	0.133448953606274	0.364568414890932	0.0516417569327517	0.404769822708676	0.0455710518613665	piechart	E	B	0.0455710518613665	0.364568414890932	piechart3	103	main	
2	0.825	7.73940605672765	4.91146402649677	22.7459390886661	58.2181808313091	6.38500999680031	bubblechart	E	A	6.38500999680031	7.73940605672765	bubblechart17	104	main	
2	0.675	1.3017711263591	37.8813241534074	0.772315344660749	3.92410914830251	56.1204802272702	barchart	B	E	37.8813241534074	56.1204802272702	barchart14	105	main	
2	0.625	0.437727913432396	0.118085807720453	0.273579945895248	0.0605947077351215	0.110011625216782	piechart	C	A	0.273579945895248	0.437727913432396	piechart13	106	main	
1	0.925	3.21790124554751	10.4440021201722	41.1634158367267	7.09852114858143	38.0761596489722	barchart	E	C	38.0761596489722	41.1634158367267	barchart19	107	main	
4	0.375	1.27638165746873	27.9863493483175	14.1726154870817	10.4948810056191	46.069772501513	bubblechart	D	B	10.4948810056191	27.9863493483175	bubblechart8	108	main	
2	0.225	4.29862185571298	9.3315118883395	12.0022264641843	21.0244110620554	53.3432287297078	barchart	C	E	12.0022264641843	53.3432287297078	barchart5	109	main	
2	0.375	0.46069772501513	0.279863493483175	0.141726154870817	0.104948810056191	0.0127638165746873	piechart	D	B	0.104948810056191	0.279863493483175	piechart8	110	main	
3	0.475	67.4578820639369	0.129674133464267	32.04249398037	0.163370362968952	0.206579459259883	bubblechart	C	A	32.04249398037	67.4578820639369	bubblechart10	111	main	
1	0.425	0.678723816964122	0.0291479328717584	0.00157141083343822	0.288457622209752	0.00209921712092983	piechart	D	A	0.288457622209752	0.678723816964122	piechart9	112	main	
4	0.175	2.6191227917282	29.6779473559068	14.9664159527326	43.3241812380844	9.41233266154801	barchart	A	C	2.6191227917282	14.9664159527326	barchart4	113	main	
5	0.175	2.6191227917282	29.6779473559068	14.9664159527326	43.3241812380844	9.41233266154801	barchart	A	C	2.6191227917282	14.9664159527326	barchart4	114	main	
4	0.225	4.29862185571298	9.3315118883395	12.0022264641843	21.0244110620554	53.3432287297078	bubblechart	C	E	12.0022264641843	53.3432287297078	bubblechart5	115	main	
3	0.575	34.1842048943213	1.21275663904218	5.03256976528493	0.119677580792868	59.4507911205587	bubblechart	A	E	34.1842048943213	59.4507911205587	bubblechart12	116	main	
2	0.875	46.1091806745778	0.183426615719409	0.110996553201844	0.900189671269286	52.6962064852317	bubblechart	A	E	46.1091806745778	52.6962064852317	bubblechart18	117	main	
4	0.625	11.0011625216782	6.05947077351215	27.3579945895248	11.8085807720453	43.7727913432396	bubblechart	C	E	27.3579945895248	43.7727913432396	bubblechart13	118	main	
2	0.525	19.3181566997111	1.67376982963825	4.61197707044287	37.5996074483772	36.7964889518306	barchart	A	E	19.3181566997111	36.7964889518306	barchart11	119	main	
4	0.475	0.00206579459259883	0.3204249398037	0.00163370362968952	0.00129674133464267	0.674578820639369	piechart	B	E	0.3204249398037	0.674578820639369	piechart10	120	main	
3	0.475	67.4578820639369	0.129674133464267	32.04249398037	0.163370362968952	0.206579459259883	barchart	C	A	32.04249398037	67.4578820639369	barchart10	121	main	
3	0.625	0.437727913432396	0.118085807720453	0.273579945895248	0.0605947077351215	0.110011625216782	piechart	C	A	0.273579945895248	0.437727913432396	piechart13	122	main	
3	0.775	25.3643947003978	28.1799886178907	13.2850952823804	11.3310302204657	21.8394911788653	bubblechart	E	B	21.8394911788653	28.1799886178907	bubblechart16	123	main	
1	0.725	6.70526808848268	15.0569716047593	44.0655686170457	2.22465444235425	31.9475372473581	barchart	E	C	31.9475372473581	44.0655686170457	barchart15	124	main	
3	0.125	13.3448953606274	36.4568414890932	40.4769822708676	4.55710518613665	5.16417569327517	bubblechart	D	B	4.55710518613665	36.4568414890932	bubblechart3	125	main	
6	0.175	2.6191227917282	29.6779473559068	14.9664159527326	43.3241812380844	9.41233266154801	barchart	A	C	2.6191227917282	14.9664159527326	barchart4	126	main	
5	0.225	4.29862185571298	9.3315118883395	12.0022264641843	21.0244110620554	53.3432287297078	bubblechart	C	E	12.0022264641843	53.3432287297078	bubblechart5	127	main	
3	0.225	4.29862185571298	9.3315118883395	12.0022264641843	21.0244110620554	53.3432287297078	barchart	C	E	12.0022264641843	53.3432287297078	barchart5	128	main	
2	0.575	0.00119677580792868	0.594507911205587	0.0121275663904218	0.0503256976528493	0.341842048943213	piechart	E	B	0.341842048943213	0.594507911205587	piechart12	129	main	
4	0.475	67.4578820639369	0.129674133464267	32.04249398037	0.163370362968952	0.206579459259883	barchart	C	A	32.04249398037	67.4578820639369	barchart10	130	main	
3	0.975	0.0860775948172034	0.729414430200432	0.0571836761663161	0.043398643869275	0.0839256549467733	piechart	E	A	0.0839256549467733	0.0860775948172034	piechart20	131	main	
3	0.575	0.00119677580792868	0.594507911205587	0.0121275663904218	0.0503256976528493	0.341842048943213	piechart	E	B	0.341842048943213	0.594507911205587	piechart12	132	main	
4	0.425	2.91479328717584	67.8723816964122	0.157141083343822	28.8457622209752	0.209921712092983	barchart	D	B	28.8457622209752	67.8723816964122	barchart9	133	main	
3	0.375	0.46069772501513	0.279863493483175	0.141726154870817	0.104948810056191	0.0127638165746873	piechart	D	B	0.104948810056191	0.279863493483175	piechart8	134	main	
3	0.125	13.3448953606274	36.4568414890932	40.4769822708676	4.55710518613665	5.16417569327517	barchart	D	B	4.55710518613665	36.4568414890932	barchart3	135	main	
2	0.425	2.91479328717584	67.8723816964122	0.157141083343822	28.8457622209752	0.209921712092983	bubblechart	D	B	28.8457622209752	67.8723816964122	bubblechart9	136	main	
1	0.725	6.70526808848268	15.0569716047593	44.0655686170457	2.22465444235425	31.9475372473581	bubblechart	E	C	31.9475372473581	44.0655686170457	bubblechart15	137	main	
4	0.275	0.0610582591596958	0.666747556816714	0.0886524123941543	0.183355578124596	0.00018619350483999	piechart	D	B	0.183355578124596	0.666747556816714	piechart6	138	main	
1	0.525	0.0461197707044287	0.193181566997111	0.0167376982963825	0.375996074483772	0.367964889518306	piechart	B	E	0.193181566997111	0.367964889518306	piechart11	139	main	
3	0.775	25.3643947003978	28.1799886178907	13.2850952823804	11.3310302204657	21.8394911788653	barchart	E	B	21.8394911788653	28.1799886178907	barchart16	140	main	
5	0.375	1.27638165746873	27.9863493483175	14.1726154870817	10.4948810056191	46.069772501513	bubblechart	D	B	10.4948810056191	27.9863493483175	bubblechart8	141	main	
4	0.725	0.440655686170457	0.0670526808848268	0.150569716047593	0.319475372473581	0.0222465444235425	piechart	D	A	0.319475372473581	0.440655686170457	piechart15	142	main	
1	0.625	11.0011625216782	6.05947077351215	27.3579945895248	11.8085807720453	43.7727913432396	barchart	C	E	27.3579945895248	43.7727913432396	barchart13	143	main	
3	0.875	46.1091806745778	0.183426615719409	0.110996553201844	0.900189671269286	52.6962064852317	bubblechart	A	E	46.1091806745778	52.6962064852317	bubblechart18	144	main	
3	0.175	2.6191227917282	29.6779473559068	14.9664159527326	43.3241812380844	9.41233266154801	bubblechart	A	C	2.6191227917282	14.9664159527326	bubblechart4	145	main	
4	0.325	0.709410402097933	0.0119566482773757	0.034771664580065	0.0133029043627986	0.230558380681828	piechart	E	A	0.230558380681828	0.709410402097933	piechart7	146	main	
4	0.125	13.3448953606274	36.4568414890932	40.4769822708676	4.55710518613665	5.16417569327517	bubblechart	D	B	4.55710518613665	36.4568414890932	bubblechart3	147	main	
5	0.325	0.709410402097933	0.0119566482773757	0.034771664580065	0.0133029043627986	0.230558380681828	piechart	E	A	0.230558380681828	0.709410402097933	piechart7	148	main	
2	0.925	3.21790124554751	10.4440021201722	41.1634158367267	7.09852114858143	38.0761596489722	bubblechart	E	C	38.0761596489722	41.1634158367267	bubblechart19	149	main	
4	0.875	46.1091806745778	0.183426615719409	0.110996553201844	0.900189671269286	52.6962064852317	bubblechart	A	E	46.1091806745778	52.6962064852317	bubblechart18	150	main	
2	0.575	34.1842048943213	1.21275663904218	5.03256976528493	0.119677580792868	59.4507911205587	barchart	A	E	34.1842048943213	59.4507911205587	barchart12	151	main	
4	0.175	2.6191227917282	29.6779473559068	14.9664159527326	43.3241812380844	9.41233266154801	bubblechart	A	C	2.6191227917282	14.9664159527326	bubblechart4	152	main	
2	0.975	8.39256549467733	72.9414430200432	5.71836761663161	8.60775948172034	4.3398643869275	barchart	A	D	8.39256549467733	8.60775948172034	barchart20	153	main	
1	0.675	0.00772315344660749	0.013017711263591	0.561204802272702	0.0392410914830251	0.378813241534074	piechart	E	C	0.378813241534074	0.561204802272702	piechart14	154	main	
2	0.275	18.3355578124596	8.86524123941543	0.018619350483999	6.10582591596958	66.6747556816714	barchart	A	E	18.3355578124596	66.6747556816714	barchart6	155	main	
3	0.875	0.526962064852317	0.00110996553201844	0.00183426615719409	0.461091806745777	0.00900189671269286	piechart	D	A	0.461091806745777	0.526962064852317	piechart18	156	main	
2	0.325	1.19566482773757	23.0558380681828	1.33029043627986	3.4771664580065	70.9410402097933	bubblechart	B	E	23.0558380681828	70.9410402097933	bubblechart7	157	main	
2	0.675	1.3017711263591	37.8813241534074	0.772315344660749	3.92410914830251	56.1204802272702	bubblechart	B	E	37.8813241534074	56.1204802272702	bubblechart14	158	main	
2	0.525	0.0461197707044287	0.193181566997111	0.0167376982963825	0.375996074483772	0.367964889518306	piechart	B	E	0.193181566997111	0.367964889518306	piechart11	159	main	
4	0.575	0.00119677580792868	0.594507911205587	0.0121275663904218	0.0503256976528493	0.341842048943213	piechart	E	B	0.341842048943213	0.594507911205587	piechart12	160	main	
4	0.375	0.46069772501513	0.279863493483175	0.141726154870817	0.104948810056191	0.0127638165746873	piechart	D	B	0.104948810056191	0.279863493483175	piechart8	161	main	
3	0.125	0.133448953606274	0.364568414890932	0.0516417569327517	0.404769822708676	0.0455710518613665	piechart	E	B	0.0455710518613665	0.364568414890932	piechart3	162	main	
